,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
1504,华星创业,300025.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,价值型
1505,红日药业,300026.SZ,医药卫生,医药生物,制药,中药,混合型
1506,华谊兄弟,300027.SZ,可选消费,传媒,传媒,电影与娱乐,混合型
1507,*ST天龙,300029.SZ,工业,资本品,电气设备,新能源设备,价值型
1508,阳普医疗,300030.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,混合型
1509,宝通科技,300031.SZ,信息技术,计算机运用,互联网服务,移动互联网信息服务,混合型
1510,金龙机电,300032.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
1511,同花顺,300033.SZ,金融地产,资本市场,资本市场,金融交易与数据,成长型
1512,钢研高纳,300034.SZ,工业,资本品,航空航天与国防,航空航天与国防,成长型
1513,中科电气,300035.SZ,工业,资本品,电气设备,新能源设备,成长型
1514,超图软件,300036.SZ,信息技术,计算机运用,软件开发,软件开发,混合型
1515,新宙邦,300037.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1516,*ST数知,300038.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
1517,上海凯宝,300039.SZ,医药卫生,医药生物,制药,中药,价值型
1518,九洲集团,300040.SZ,工业,资本品,电气设备,电气部件与设备,混合型
1519,回天新材,300041.SZ,原材料,原材料,化学制品,其他化学制品,混合型
1520,朗科科技,300042.SZ,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,混合型
1521,星辉娱乐,300043.SZ,信息技术,计算机运用,互联网服务,移动互联网信息服务,价值型
1522,*ST赛为,300044.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
1523,华力创通,300045.SZ,工业,资本品,航空航天与国防,航空航天与国防,成长型
1524,台基股份,300046.SZ,信息技术,半导体,半导体,半导体,混合型
1525,天源迪科,300047.SZ,信息技术,计算机运用,软件开发,软件开发,混合型
1526,合康新能,300048.SZ,工业,资本品,电气设备,新能源设备,价值型
1527,福瑞股份,300049.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,混合型
1528,世纪鼎利,300050.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,价值型
1529,ST三五,300051.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,价值型
1530,中青宝,300052.SZ,信息技术,计算机运用,互联网服务,移动互联网信息服务,混合型
1531,欧比特,300053.SZ,信息技术,半导体,半导体,半导体,成长型
1532,鼎龙股份,300054.SZ,原材料,原材料,化学制品,印染化学品,价值型
1533,万邦达,300055.SZ,工业,资本品,环保设备、工程与服务,环保工程,价值型
1534,中创环保,300056.SZ,工业,资本品,环保设备、工程与服务,环保设备,混合型
1535,万顺新材,300057.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
1536,蓝色光标,300058.SZ,可选消费,传媒,传媒,营销与广告,成长型
1537,东方财富,300059.SZ,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
1538,旗天科技,300061.SZ,可选消费,传媒,传媒,营销与广告,价值型
1539,中能电气,300062.SZ,工业,资本品,电气设备,电气部件与设备,混合型
1540,天龙集团,300063.SZ,可选消费,传媒,传媒,营销与广告,混合型
1541,*ST金刚,300064.SZ,原材料,原材料,非金属采矿及制品,非金属采矿及制品,价值型
1542,海兰信,300065.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1543,三川智慧,300066.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1544,安诺其,300067.SZ,原材料,原材料,化学制品,印染化学品,混合型
1545,南都电源,300068.SZ,工业,资本品,电气设备,新能源设备,价值型
1546,金利华电,300069.SZ,工业,资本品,电气设备,电气部件与设备,价值型
1547,碧水源,300070.SZ,工业,资本品,环保设备、工程与服务,环保服务,价值型
1548,*ST嘉信,300071.SZ,可选消费,传媒,传媒,营销与广告,价值型
1549,三聚环保,300072.SZ,原材料,原材料,化学制品,其他化学制品,价值型
1550,当升科技,300073.SZ,工业,资本品,电气设备,新能源设备,成长型
1551,华平股份,300074.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
1552,数字政通,300075.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
1553,GQY视讯,300076.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
1554,国民技术,300077.SZ,信息技术,半导体,半导体,半导体,价值型
1555,思创医惠,300078.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1556,数码视讯,300079.SZ,电信业务,通信设备,通信设备,通信终端设备,混合型
1557,易成新能,300080.SZ,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
1558,恒信东方,300081.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,价值型
1559,奥克股份,300082.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1560,创世纪,300083.SZ,电信业务,通信设备,通信设备,其它通信设备,价值型
1561,海默科技,300084.SZ,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,价值型
1562,银之杰,300085.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
1563,康芝药业,300086.SZ,医药卫生,医药生物,制药,化学药,混合型
1564,荃银高科,300087.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
1565,长信科技,300088.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,价值型
1566,ST文化,300089.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,价值型
1567,金通灵,300091.SZ,工业,资本品,机械制造,通用机械,混合型
1568,科新机电,300092.SZ,工业,资本品,机械制造,通用机械,成长型
1569,金刚玻璃,300093.SZ,原材料,原材料,建筑材料,玻璃,价值型
1570,国联水产,300094.SZ,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,价值型
1571,华伍股份,300095.SZ,工业,资本品,机械制造,通用机械,成长型
1572,易联众,300096.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
1573,智云股份,300097.SZ,工业,资本品,机械制造,通用机械,混合型
1574,高新兴,300098.SZ,电信业务,通信设备,通信设备,通信终端设备,价值型
1575,精准信息,300099.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1576,双林股份,300100.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
1577,振芯科技,300101.SZ,工业,资本品,航空航天与国防,航空航天与国防,成长型
1578,乾照光电,300102.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,价值型
1579,达刚控股,300103.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
1580,龙源技术,300105.SZ,工业,资本品,环保设备、工程与服务,环保服务,混合型
1581,西部牧业,300106.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
1582,建新股份,300107.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1583,吉药控股,300108.SZ,医药卫生,医药生物,制药,中药,价值型
1584,新开源,300109.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1585,华仁药业,300110.SZ,医药卫生,医药生物,制药,化学药,成长型
1586,向日葵,300111.SZ,医药卫生,医药生物,制药,化学药,价值型
1587,万讯自控,300112.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1588,顺网科技,300113.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,价值型
1589,中航电测,300114.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1590,长盈精密,300115.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1591,保力新,300116.SZ,工业,资本品,电气设备,新能源设备,混合型
1592,嘉寓股份,300117.SZ,工业,资本品,建筑产品,建筑产品,混合型
1593,东方日升,300118.SZ,工业,资本品,电气设备,新能源设备,混合型
1594,瑞普生物,300119.SZ,医药卫生,医药生物,制药,化学药,混合型
1595,经纬辉开,300120.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
1596,阳谷华泰,300121.SZ,原材料,原材料,化学制品,其他化学制品,混合型
1597,智飞生物,300122.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
1598,亚光科技,300123.SZ,工业,资本品,航空航天与国防,航空航天与国防,混合型
1599,汇川技术,300124.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1600,聆达股份,300125.SZ,工业,资本品,环保设备、工程与服务,环保工程,混合型
1601,锐奇股份,300126.SZ,工业,资本品,机械制造,通用机械,价值型
1602,银河磁体,300127.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,价值型
1603,锦富技术,300128.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,价值型
1604,泰胜风能,300129.SZ,工业,资本品,电气设备,新能源设备,混合型
1605,新国都,300130.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1606,英唐智控,300131.SZ,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,混合型
1607,青松股份,300132.SZ,主要消费,家庭与个人用品,个人用品,个人用品,成长型
1608,华策影视,300133.SZ,可选消费,传媒,传媒,电影与娱乐,混合型
1609,大富科技,300134.SZ,电信业务,通信设备,通信设备,通信传输设备,成长型
1610,宝利国际,300135.SZ,原材料,原材料,建筑材料,其他建材,价值型
1611,信维通信,300136.SZ,电信业务,通信设备,通信设备,通信终端设备,成长型
1612,先河环保,300137.SZ,工业,资本品,环保设备、工程与服务,环保设备,成长型
1613,晨光生物,300138.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
1614,晓程科技,300139.SZ,信息技术,半导体,半导体,半导体,混合型
1615,中环装备,300140.SZ,工业,资本品,环保设备、工程与服务,环保设备,价值型
1616,和顺电气,300141.SZ,工业,资本品,电气设备,电气部件与设备,价值型
1617,沃森生物,300142.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
1618,盈康生命,300143.SZ,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健机构,成长型
1619,宋城演艺,300144.SZ,可选消费,消费者服务,酒店、餐馆与休闲,休闲服务,价值型
1620,中金环境,300145.SZ,工业,资本品,机械制造,通用机械,价值型
1621,汤臣倍健,300146.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
1622,香雪制药,300147.SZ,医药卫生,医药生物,制药,中药,成长型
1623,天舟文化,300148.SZ,信息技术,计算机运用,互联网服务,移动互联网信息服务,价值型
1624,睿智医药,300149.SZ,医药卫生,医药生物,制药,化学药,成长型
1625,世纪瑞尔,300150.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
1626,昌红科技,300151.SZ,工业,资本品,机械制造,其他机械设备,成长型
1627,科融环境,300152.SZ,工业,资本品,环保设备、工程与服务,环保服务,价值型
1628,科泰电源,300153.SZ,工业,资本品,电气设备,重型电气设备,价值型
1629,瑞凌股份,300154.SZ,工业,资本品,机械制造,通用机械,混合型
1630,安居宝,300155.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1631,恒泰艾普,300157.SZ,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,价值型
1632,振东制药,300158.SZ,医药卫生,医药生物,制药,化学药,混合型
1633,新研股份,300159.SZ,工业,资本品,航空航天与国防,航空航天与国防,价值型
1634,秀强股份,300160.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,价值型
1635,华中数控,300161.SZ,工业,资本品,机械制造,通用机械,混合型
1636,雷曼光电,300162.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
1637,先锋新材,300163.SZ,原材料,原材料,建筑材料,其他建材,价值型
1638,通源石油,300164.SZ,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,价值型
1639,天瑞仪器,300165.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,价值型
1640,东方国信,300166.SZ,信息技术,计算机运用,信息技术服务,IT外包服务,成长型
1641,迪威迅,300167.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,价值型
1642,万达信息,300168.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
1643,天晟新材,300169.SZ,原材料,原材料,化学制品,其他化学制品,价值型
1644,汉得信息,300170.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
1645,东富龙,300171.SZ,工业,资本品,机械制造,其他机械设备,成长型
1646,中电环保,300172.SZ,工业,资本品,环保设备、工程与服务,环保服务,混合型
1647,福能东方,300173.SZ,工业,资本品,机械制造,其他机械设备,混合型
1648,元力股份,300174.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1649,朗源股份,300175.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
1650,派生科技,300176.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
1651,中海达,300177.SZ,工业,资本品,航空航天与国防,航空航天与国防,价值型
